"","Rk","Pk","Tm","Player","College","Yrs","G","TOTMP","TOTPTS","TOTTRB","TOTAST","FG%","3P%","FT%","WS","WS/48","BPM","VORP","DraftYr","MPG","PPG","RPG","APG","playerurl","DraftYear"
"1357",29,29,"OKC","Archie Goodwin","Kentucky",4,165,2396,1040,331,206,0.429,0.236,0.7,1.1,0.022,-3,-0.6,2013,14.5,6.3,2,1.2,"https://www.sports-reference.com/cbb/players/archie-goodwin-1.html",2013
"1358",30,30,"PHO","Nemanja Nedović","",1,24,142,26,15,13,0.205,0.167,0.875,-0.4,-0.132,-10,-0.3,2013,5.9,1.1,0.6,0.5,NA,2013
"1359",31,31,"CLE","Allen Crabbe","California",7,381,9125,3453,1073,434,0.425,0.387,0.831,13.7,0.072,-1.6,0.9,2013,24,9.1,2.8,1.1,"https://www.sports-reference.com/cbb/players/allen-crabbe-1.html",2013
"1360",32,32,"OKC","Álex Abrines","",3,174,2777,924,248,88,0.387,0.368,0.88,5,0.086,-1.9,0.1,2013,16,5.3,1.4,0.5,NA,2013
"1361",33,33,"CLE","Carrick Felix","Arizona State",1,7,38,19,6,4,0.5,0.4,0.75,0,0.057,-3.4,0,2013,5.4,2.7,0.9,0.6,"https://www.sports-reference.com/cbb/players/carrick-felix-1.html",2013
"1362",34,34,"HOU","Isaiah Canaan","Murray State",6,235,4799,1913,438,454,0.371,0.351,0.836,4.3,0.043,-2.4,-0.5,2013,20.4,8.1,1.9,1.9,"https://www.sports-reference.com/cbb/players/isaiah-canaan-1.html",2013
"1363",35,35,"PHI","Glen Rice Jr.","Georgia Tech",2,16,152,43,24,9,0.269,0.25,0.692,-0.2,-0.065,-6.6,-0.2,2013,9.5,2.7,1.5,0.6,"https://www.sports-reference.com/cbb/players/glen-rice-jr.-1.html",2013
"1364",36,36,"SAC","Ray McCallum","Detroit Mercy",3,154,2808,920,306,368,0.408,0.335,0.711,2.1,0.035,-2.6,-0.4,2013,18.2,6,2,2.4,"https://www.sports-reference.com/cbb/players/ray-mccallum-1.html",2013
"1365",37,37,"DET","Tony Mitchell","University of North Texas",1,21,79,22,26,2,0.417,1,0.579,0.2,0.151,0.4,0,2013,3.8,1,1.2,0.1,"https://www.sports-reference.com/cbb/players/tony-mitchell-1.html",2013
"1366",38,38,"WAS","Nate Wolters","South Dakota State",3,84,1575,461,185,209,0.423,0.261,0.635,0.9,0.028,-2.6,-0.2,2013,18.8,5.5,2.2,2.5,"https://www.sports-reference.com/cbb/players/nate-wolters-1.html",2013
"1367",39,39,"POR","Jeff Withey","Kansas",5,206,2072,666,518,64,0.525,0.143,0.716,6.8,0.157,0.5,1.3,2013,10.1,3.2,2.5,0.3,"https://www.sports-reference.com/cbb/players/jeff-withey-1.html",2013
"1368",40,40,"POR","Grant Jerrett","Arizona",1,8,51,16,9,3,0.269,0.067,1,-0.1,-0.128,-10.8,-0.1,2013,6.4,2,1.1,0.4,"https://www.sports-reference.com/cbb/players/grant-jerrett-1.html",2013
"1369",41,41,"MEM","Jamaal Franklin","San Diego State",2,24,174,42,25,9,0.415,0.462,1,0,-0.006,-5.9,-0.2,2013,7.3,1.8,1,0.4,"https://www.sports-reference.com/cbb/players/jamaal-franklin-1.html",2013
"1370",42,42,"PHI","Pierre Jackson","Baylor",1,8,84,35,9,19,0.333,0.273,0.857,0,0.021,-4.4,-0.1,2013,10.5,4.4,1.1,2.4,"https://www.sports-reference.com/cbb/players/pierre-jackson-1.html",2013
"1371",43,43,"MIL","Ricky Ledo","Providence",2,28,277,109,38,21,0.336,0.371,0.769,-0.6,-0.096,-7.6,-0.4,2013,9.9,3.9,1.4,0.8,"https://www.sports-reference.com/cbb/players/ricky-ledo-1.html",2013
"1372",44,44,"DAL","Mike Muscala","Bucknell",9,432,6694,2666,1371,378,0.458,0.377,0.847,16.8,0.121,0.2,3.8,2013,15.5,6.2,3.2,0.9,"https://www.sports-reference.com/cbb/players/mike-muscala-1.html",2013
"1373",45,45,"POR","Marko Todorović","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,2013
"1374",46,46,"UTA","Erick Green","Virginia Tech",2,52,452,159,37,42,0.377,0.288,0.857,0.1,0.011,-4,-0.2,2013,8.7,3.1,0.7,0.8,"https://www.sports-reference.com/cbb/players/erick-green-1.html",2013
"1375",47,47,"ATL","Raul Neto","",7,366,5884,2167,574,753,0.453,0.363,0.801,9.4,0.076,-1.6,0.5,2013,16.1,5.9,1.6,2.1,NA,2013
"1376",48,48,"LAL","Ryan Kelly","Duke",4,163,3125,981,504,215,0.378,0.316,0.797,3,0.046,-2.6,-0.5,2013,19.2,6,3.1,1.3,"https://www.sports-reference.com/cbb/players/ryan-kelly-1.html",2013
"1377",49,49,"CHI","Erik Murphy","Florida",1,24,62,6,8,2,0.231,0,NA,-0.1,-0.055,-8.6,-0.1,2013,2.6,0.3,0.3,0.1,"https://www.sports-reference.com/cbb/players/erik-murphy-1.html",2013
"1378",50,50,"ATL","James Ennis III","Cal State Long Beach",8,395,8022,2629,1306,373,0.457,0.36,0.797,16.2,0.097,-1.5,0.9,2013,20.3,6.7,3.3,0.9,"https://www.sports-reference.com/cbb/players/james-ennis-iii-1.html",2013
"1379",51,51,"ORL","Romero Osby","Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/romero-osby-1.html",2013
"1380",52,52,"MIN","Lorenzo Brown","NC State",5,103,1185,293,151,183,0.364,0.17,0.707,-0.2,-0.007,-3.5,-0.5,2013,11.5,2.8,1.5,1.8,"https://www.sports-reference.com/cbb/players/lorenzo-brown-1.html",2013
"1381",53,53,"IND","Colton Iverson","Colorado State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/colton-iverson-1.html",2013
"1382",54,54,"WAS","Arsalan Kazemi","Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/arsalan-kazemi-1.html",2013
"1383",55,55,"MEM","Joffrey Lauvergne","",4,208,2823,1159,789,180,0.479,0.285,0.719,5.2,0.089,-2.1,-0.1,2013,13.6,5.6,3.8,0.9,NA,2013
"1384",56,56,"DET","Peyton Siva","Louisville",1,24,224,54,14,34,0.316,0.28,0.733,-0.2,-0.032,-6.4,-0.2,2013,9.3,2.3,0.6,1.4,"https://www.sports-reference.com/cbb/players/peyton-siva-1.html",2013
"1385",57,57,"PHO","Alex Oriakhi","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/alex-oriakhi-1.html",2013
"1386",58,58,"SAS","Deshaun Thomas","Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/deshaun-thomas-1.html",2013
"1387",59,59,"MIN","Bojan Dubljević","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,2013
"1388",60,60,"MEM","Jānis Timma","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,2013
"1389",1,1,"CLE","Andrew Wiggins","Kansas",8,579,20319,11220,2553,1348,0.449,0.351,0.727,23.5,0.056,-1.5,2.6,2014,35.1,19.4,4.4,2.3,"https://www.sports-reference.com/cbb/players/andrew-wiggins-1.html",2014
"1390",2,2,"MIL","Jabari Parker","Duke",8,310,8535,4380,1703,610,0.494,0.326,0.743,13.9,0.078,-0.8,2.5,2014,27.5,14.1,5.5,2,"https://www.sports-reference.com/cbb/players/jabari-parker-1.html",2014
"1391",3,3,"PHI","Joel Embiid","Kansas",6,306,9458,7817,3450,1003,0.488,0.335,0.809,39.9,0.202,5.8,18.5,2014,30.9,25.5,11.3,3.3,"https://www.sports-reference.com/cbb/players/joel-embiid-1.html",2014
"1392",4,4,"ORL","Aaron Gordon","Arizona",8,506,14584,6530,3178,1264,0.457,0.322,0.699,27.5,0.09,0,7.2,2014,28.8,12.9,6.3,2.5,"https://www.sports-reference.com/cbb/players/aaron-gordon-1.html",2014
"1393",5,5,"UTA","Dante Exum","",6,245,4545,1389,441,515,0.407,0.305,0.764,3.1,0.032,-3.3,-1.5,2014,18.6,5.7,1.8,2.1,NA,2014
"1394",6,6,"BOS","Marcus Smart","Oklahoma State",8,499,14825,5161,1794,2168,0.38,0.319,0.778,28,0.091,-0.2,6.6,2014,29.7,10.3,3.6,4.3,"https://www.sports-reference.com/cbb/players/marcus-smart-1.html",2014
"1395",7,7,"LAL","Julius Randle","Kentucky",8,503,15635,8874,4680,1769,0.476,0.333,0.743,31.1,0.095,0.4,9.4,2014,31.1,17.6,9.3,3.5,"https://www.sports-reference.com/cbb/players/julius-randle-1.html",2014
"1396",8,8,"SAC","Nik Stauskas","Michigan",6,337,6686,2283,691,514,0.389,0.354,0.814,3.9,0.028,-3,-1.7,2014,19.8,6.8,2.1,1.5,"https://www.sports-reference.com/cbb/players/nik-stauskas-1.html",2014
"1397",9,9,"CHA","Noah Vonleh","Indiana",7,339,5683,1660,1742,257,0.459,0.308,0.691,9.2,0.078,-2.4,-0.6,2014,16.8,4.9,5.1,0.8,"https://www.sports-reference.com/cbb/players/noah-vonleh-1.html",2014
"1398",10,10,"PHI","Elfrid Payton","Louisiana",8,488,13278,5013,1995,2851,0.448,0.289,0.624,16,0.058,-0.9,3.8,2014,27.2,10.3,4.1,5.8,"https://www.sports-reference.com/cbb/players/elfrid-payton-1.html",2014
"1399",11,11,"DEN","Doug McDermott","Creighton",8,519,10842,4781,1229,482,0.477,0.412,0.819,19.3,0.085,-1.8,0.5,2014,20.9,9.2,2.4,0.9,"https://www.sports-reference.com/cbb/players/doug-mcdermott-1.html",2014
"1400",12,12,"ORL","Dario Šarić","",5,356,8965,4180,2086,699,0.441,0.357,0.838,16.4,0.088,-0.8,2.6,2014,25.2,11.7,5.9,2,NA,2014
"1401",13,13,"MIN","Zach LaVine","UCLA",8,458,14515,8987,1796,1767,0.461,0.387,0.83,22.1,0.073,0.4,8.7,2014,31.7,19.6,3.9,3.9,"https://www.sports-reference.com/cbb/players/zach-lavine-1.html",2014
"1402",14,14,"PHO","T.J. Warren","NC State",7,332,9553,5142,1372,397,0.507,0.357,0.78,19.6,0.099,-0.2,4.2,2014,28.8,15.5,4.1,1.2,"https://www.sports-reference.com/cbb/players/t.j.-warren-1.html",2014
"1403",15,15,"ATL","Adreian Payne","Michigan State",4,107,1403,429,315,66,0.406,0.254,0.68,-0.6,-0.019,-5.9,-1.4,2014,13.1,4,2.9,0.6,"https://www.sports-reference.com/cbb/players/adreian-payne-1.html",2014
"1404",16,16,"CHI","Jusuf Nurkić","",8,411,9815,5015,3513,903,0.5,0.232,0.672,24,0.118,0.5,6.2,2014,23.9,12.2,8.5,2.2,NA,2014
"1405",17,17,"BOS","James Young","Kentucky",4,95,812,219,96,28,0.367,0.277,0.563,0.8,0.046,-3.4,-0.3,2014,8.5,2.3,1,0.3,"https://www.sports-reference.com/cbb/players/james-young-1.html",2014
"1406",18,18,"PHO","Tyler Ennis","Syracuse",4,186,2336,779,250,359,0.419,0.317,0.768,1.3,0.026,-3.4,-0.8,2014,12.6,4.2,1.3,1.9,"https://www.sports-reference.com/cbb/players/tyler-ennis-1.html",2014
"1407",19,19,"CHI","Gary Harris","Michigan State",8,459,13270,5442,1151,957,0.449,0.362,0.809,20.3,0.073,-1.4,2,2014,28.9,11.9,2.5,2.1,"https://www.sports-reference.com/cbb/players/gary-harris-1.html",2014
"1408",20,20,"TOR","Bruno Caboclo","",7,105,1293,442,268,72,0.403,0.308,0.836,1.5,0.054,-2.7,-0.2,2014,12.3,4.2,2.6,0.7,NA,2014
"1409",21,21,"OKC","Mitch McGary","Michigan",2,52,557,227,183,17,0.527,0,0.58,1.3,0.108,-2.6,-0.1,2014,10.7,4.4,3.5,0.3,"https://www.sports-reference.com/cbb/players/mitch-mcgary-1.html",2014
"1410",22,22,"MEM","Jordan Adams","UCLA",2,32,263,101,30,19,0.402,0.385,0.607,0.4,0.07,1.7,0.2,2014,8.2,3.2,0.9,0.6,"https://www.sports-reference.com/cbb/players/jordan-adams-1.html",2014
"1411",23,23,"UTA","Rodney Hood","Duke",8,437,10863,4622,1151,729,0.419,0.364,0.841,17.2,0.076,-1.2,2.1,2014,24.9,10.6,2.6,1.7,"https://www.sports-reference.com/cbb/players/rodney-hood-1.html",2014
"1412",24,24,"CHA","Shabazz Napier","UConn",6,345,5986,2433,657,849,0.397,0.345,0.815,8.1,0.065,-0.7,2,2014,17.4,7.1,1.9,2.5,"https://www.sports-reference.com/cbb/players/shabazz-napier-1.html",2014
"1413",25,25,"HOU","Clint Capela","",8,447,11974,5566,4749,443,0.622,0,0.528,49.8,0.2,2,12.1,2014,26.8,12.5,10.6,1,NA,2014
"1414",26,26,"MIA","P.J. Hairston","UNC",2,111,2000,664,266,59,0.343,0.295,0.81,0.9,0.021,-3.9,-1,2014,18,6,2.4,0.5,"https://www.sports-reference.com/cbb/players/p.j.-hairston-1.html",2014
"1415",27,27,"PHO","Bogdan Bogdanović","",5,293,8342,4082,987,999,0.44,0.386,0.816,14.5,0.084,0.3,4.8,2014,28.5,13.9,3.4,3.4,NA,2014
"1416",28,28,"LAC","C.J. Wilcox","Washington",3,66,376,132,31,30,0.37,0.333,0.813,0.1,0.007,-4.3,-0.2,2014,5.7,2,0.5,0.5,"https://www.sports-reference.com/cbb/players/c.j.-wilcox-1.html",2014
"1417",29,29,"OKC","Josh Huestis","Stanford",3,76,1068,187,180,23,0.346,0.312,0.24,0.7,0.03,-3.5,-0.4,2014,14.1,2.5,2.4,0.3,"https://www.sports-reference.com/cbb/players/josh-huestis-1.html",2014
"1418",30,30,"SAS","Kyle Anderson","UCLA",8,483,10121,3202,2098,1109,0.476,0.335,0.714,25.7,0.122,1.7,9.5,2014,21,6.6,4.3,2.3,"https://www.sports-reference.com/cbb/players/kyle-anderson-1.html",2014
"1419",31,31,"MIL","Damien Inglis","",1,20,156,36,31,10,0.351,0.231,0.875,-0.1,-0.024,-5.6,-0.1,2014,7.8,1.8,1.6,0.5,NA,2014
"1420",32,32,"PHI","K.J. McDaniels","Clemson",3,148,2092,782,324,95,0.412,0.29,0.776,1.3,0.03,-2.8,-0.4,2014,14.1,5.3,2.2,0.6,"https://www.sports-reference.com/cbb/players/k.j.-mcdaniels-1.html",2014
"1421",33,33,"CLE","Joe Harris","Virginia",8,414,10601,4584,1344,679,0.483,0.439,0.78,20.5,0.093,-0.6,3.9,2014,25.6,11.1,3.2,1.6,"https://www.sports-reference.com/cbb/players/joe-harris-1.html",2014
"1422",34,34,"NYK","Cleanthony Early","Wichita State",2,56,801,241,123,42,0.346,0.263,0.75,-0.6,-0.039,-5.9,-0.8,2014,14.3,4.3,2.2,0.8,"https://www.sports-reference.com/cbb/players/cleanthony-early-1.html",2014
"1423",35,35,"UTA","Jarnell Stokes","Tennessee",3,28,151,67,40,7,0.581,NA,0.531,0.6,0.202,0.1,0.1,2014,5.4,2.4,1.4,0.3,"https://www.sports-reference.com/cbb/players/jarnell-stokes-1.html",2014
"1424",36,36,"MIL","Johnny O'Bryant","LSU",4,147,1684,509,352,69,0.402,0.36,0.663,0.2,0.006,-6.2,-1.8,2014,11.5,3.5,2.4,0.5,"https://www.sports-reference.com/cbb/players/johnny-o'bryant-1.html",2014
"1425",37,37,"TOR","DeAndre Daniels","UConn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/deandre-daniels-1.html",2014
"1426",38,38,"DET","Spencer Dinwiddie","Colorado",8,366,9610,4691,1101,1849,0.406,0.317,0.793,20.4,0.102,0.1,5.2,2014,26.3,12.8,3,5.1,"https://www.sports-reference.com/cbb/players/spencer-dinwiddie-1.html",2014
"1427",39,39,"PHI","Jerami Grant","Syracuse",8,541,14016,6052,2139,719,0.452,0.346,0.719,27.1,0.093,-0.5,5.2,2014,25.9,11.2,4,1.3,"https://www.sports-reference.com/cbb/players/jerami-grant-1.html",2014
"1428",40,40,"MIN","Glenn Robinson III","Michigan",7,304,5299,1804,776,238,0.457,0.373,0.779,7.9,0.071,-1.7,0.4,2014,17.4,5.9,2.6,0.8,"https://www.sports-reference.com/cbb/players/glenn-robinson-iii-1.html",2014
"1429",41,41,"DEN","Nikola Jokić","",7,505,15260,9712,5155,3107,0.538,0.351,0.831,75,0.236,8.7,41.2,2014,30.2,19.2,10.2,6.2,NA,2014
"1430",42,42,"HOU","Nick Johnson","Arizona",1,28,262,74,39,11,0.347,0.238,0.68,-0.1,-0.02,-6.5,-0.3,2014,9.4,2.6,1.4,0.4,"https://www.sports-reference.com/cbb/players/nick-johnson-1.html",2014
"1431",43,43,"ATL","Edy Tavares","",2,13,101,33,32,4,0.625,NA,0.273,0.2,0.118,-0.4,0,2014,7.8,2.5,2.5,0.3,NA,2014
"1432",44,44,"MIN","Markel Brown","Oklahoma State",3,113,1794,584,234,132,0.38,0.295,0.781,1.1,0.029,-2.9,-0.4,2014,15.9,5.2,2.1,1.2,"https://www.sports-reference.com/cbb/players/markel-brown-1.html",2014
"1433",45,45,"CHA","Dwight Powell","Stanford",8,488,9136,3643,2205,493,0.577,0.298,0.744,34.9,0.183,1.2,7.5,2014,18.7,7.5,4.5,1,"https://www.sports-reference.com/cbb/players/dwight-powell-1.html",2014
"1434",46,46,"WAS","Jordan Clarkson","Missouri",8,576,15502,8801,1882,1463,0.439,0.34,0.828,20.3,0.063,-0.5,5.9,2014,26.9,15.3,3.3,2.5,"https://www.sports-reference.com/cbb/players/jordan-clarkson-1.html",2014
"1435",47,47,"PHI","Russ Smith","Louisville",2,27,131,53,15,19,0.319,0.188,0.769,-0.2,-0.068,-5.1,-0.1,2014,4.9,2,0.6,0.7,"https://www.sports-reference.com/cbb/players/russ-smith-1.html",2014
"1436",48,48,"MIL","Lamar Patterson","Pitt",2,40,435,93,57,45,0.326,0.236,0.72,0.1,0.006,-5.7,-0.4,2014,10.9,2.3,1.4,1.1,"https://www.sports-reference.com/cbb/players/lamar-patterson-1.html",2014
"1437",49,49,"CHI","Cameron Bairstow","New Mexico",2,36,167,44,36,7,0.296,0.2,0.846,-0.1,-0.021,-8.1,-0.3,2014,4.6,1.2,1,0.2,"https://www.sports-reference.com/cbb/players/cameron-bairstow-1.html",2014
"1438",50,50,"PHO","Alec Brown","Green Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/alec-brown-1.html",2014
"1439",51,51,"NYK","Thanasis Antetokounmpo","",4,116,1044,325,227,80,0.491,0.157,0.522,1.3,0.062,-3.7,-0.5,2014,9,2.8,2,0.7,NA,2014
"1440",52,52,"PHI","Vasilije Micić","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,2014
"1441",53,53,"MIN","Alessandro Gentile","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,2014
"1442",54,54,"PHI","Nemanja Dangubić","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,2014
"1443",55,55,"MIA","Semaj Christon","Xavier",1,64,973,183,87,130,0.345,0.19,0.548,0.1,0.006,-5.1,-0.8,2014,15.2,2.9,1.4,2,"https://www.sports-reference.com/cbb/players/semaj-christon-1.html",2014
"1444",56,56,"DEN","Devyn Marble","Iowa",2,44,457,97,69,29,0.304,0.222,0.375,-0.3,-0.028,-5.5,-0.4,2014,10.4,2.2,1.6,0.7,"https://www.sports-reference.com/cbb/players/devyn-marble-1.html",2014
"1445",57,57,"IND","Louis Labeyrie","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,2014
"1446",58,58,"SAS","Jordan McRae","Tennessee",4,123,1696,846,225,167,0.417,0.355,0.772,1.7,0.048,-2.1,0,2014,13.8,6.9,1.8,1.4,"https://www.sports-reference.com/cbb/players/jordan-mcrae-1.html",2014
"1447",59,59,"TOR","Xavier Thames","San Diego State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/xavier-thames-1.html",2014
"1448",60,60,"SAS","Cory Jefferson","Baylor",2,58,581,205,161,16,0.444,0.125,0.583,0.9,0.071,-3.3,-0.2,2014,10,3.5,2.8,0.3,"https://www.sports-reference.com/cbb/players/cory-jefferson-1.html",2014
"1449",1,1,"MIN","Karl-Anthony Towns","Kentucky",7,460,15779,10621,5243,1424,0.527,0.396,0.833,63,0.192,4.8,27.2,2015,34.3,23.1,11.4,3.1,"https://www.sports-reference.com/cbb/players/karl-anthony-towns-1.html",2015
"1450",2,2,"LAL","D'Angelo Russell","Ohio State",7,404,11849,7175,1444,2225,0.42,0.359,0.775,13.2,0.053,0.6,7.8,2015,29.3,17.8,3.6,5.5,"https://www.sports-reference.com/cbb/players/d'angelo-russell-1.html",2015
"1451",3,3,"PHI","Jahlil Okafor","Duke",6,247,4827,2566,1169,225,0.542,0.222,0.676,7.2,0.071,-2,0,2015,19.5,10.4,4.7,0.9,"https://www.sports-reference.com/cbb/players/jahlil-okafor-1.html",2015
"1452",4,4,"NYK","Kristaps Porziņģis","",6,320,9907,5995,2499,487,0.442,0.353,0.816,25.1,0.122,1.5,8.8,2015,31,18.7,7.8,1.5,NA,2015
"1453",5,5,"ORL","Mario Hezonja","",5,330,6107,2284,1026,415,0.417,0.319,0.812,3.2,0.025,-2.8,-1.2,2015,18.5,6.9,3.1,1.3,NA,2015
"1454",6,6,"SAC","Willie Cauley-Stein","Kentucky",7,420,9270,3675,2468,597,0.544,0.188,0.612,23.3,0.121,-0.1,4.4,2015,22.1,8.8,5.9,1.4,"https://www.sports-reference.com/cbb/players/willie-cauley-stein-1.html",2015
"1455",7,7,"DEN","Emmanuel Mudiay","",6,302,7187,3299,884,1143,0.401,0.323,0.744,-0.2,-0.001,-3.2,-2.2,2015,23.8,10.9,2.9,3.8,NA,2015
"1456",8,8,"DET","Stanley Johnson","Arizona",7,395,7844,2467,1230,565,0.38,0.299,0.755,5.4,0.033,-2.8,-1.7,2015,19.9,6.2,3.1,1.4,"https://www.sports-reference.com/cbb/players/stanley-johnson-1.html",2015
"1457",9,9,"CHA","Frank Kaminsky","Wisconsin",7,377,7925,3541,1527,619,0.429,0.348,0.743,15.3,0.093,-0.3,3.4,2015,21,9.4,4.1,1.6,"https://www.sports-reference.com/cbb/players/frank-kaminsky-1.html",2015
"1458",10,10,"MIA","Justise Winslow","Duke",7,310,8022,2587,1590,779,0.414,0.316,0.638,8,0.048,-2,0,2015,25.9,8.3,5.1,2.5,"https://www.sports-reference.com/cbb/players/justise-winslow-1.html",2015
"1459",11,11,"IND","Myles Turner","Texas",7,431,12379,5485,2879,513,0.489,0.349,0.768,33.1,0.128,0.7,8.3,2015,28.7,12.7,6.7,1.2,"https://www.sports-reference.com/cbb/players/myles-turner-1.html",2015
"1460",12,12,"UTA","Trey Lyles","Kentucky",7,427,7678,3253,1821,447,0.438,0.336,0.726,13.1,0.082,-1.1,1.8,2015,18,7.6,4.3,1,"https://www.sports-reference.com/cbb/players/trey-lyles-1.html",2015
"1461",13,13,"PHO","Devin Booker","Kentucky",7,460,15468,10695,1788,2126,0.454,0.354,0.869,27.2,0.085,0.2,8.7,2015,33.6,23.3,3.9,4.6,"https://www.sports-reference.com/cbb/players/devin-booker-1.html",2015
"1462",14,14,"OKC","Cameron Payne","Murray State",7,261,4531,1924,559,767,0.421,0.365,0.835,7.1,0.075,-0.6,1.6,2015,17.4,7.4,2.1,2.9,"https://www.sports-reference.com/cbb/players/cameron-payne-1.html",2015
"1463",15,15,"ATL","Kelly Oubre Jr.","Kansas",7,457,11600,5508,1995,461,0.433,0.329,0.754,16.7,0.069,-1.8,0.4,2015,25.4,12.1,4.4,1,"https://www.sports-reference.com/cbb/players/kelly-oubre-jr.-1.html",2015
"1464",16,16,"BOS","Terry Rozier","Louisville",7,455,11701,5584,1770,1400,0.413,0.373,0.815,21.6,0.089,0.4,7.2,2015,25.7,12.3,3.9,3.1,"https://www.sports-reference.com/cbb/players/terry-rozier-1.html",2015
"1465",17,17,"MIL","Rashad Vaughn","UNLV",3,139,1671,423,158,75,0.337,0.313,0.692,-0.6,-0.017,-4.7,-1.2,2015,12,3,1.1,0.5,"https://www.sports-reference.com/cbb/players/rashad-vaughn-1.html",2015
"1466",18,18,"HOU","Sam Dekker","Wisconsin",5,201,3097,1094,607,160,0.478,0.288,0.606,5.4,0.083,-1.4,0.5,2015,15.4,5.4,3,0.8,"https://www.sports-reference.com/cbb/players/sam-dekker-1.html",2015
"1467",19,19,"WAS","Jerian Grant","Notre Dame",5,279,4998,1692,530,805,0.411,0.323,0.77,8.3,0.08,-1.6,0.5,2015,17.9,6.1,1.9,2.9,"https://www.sports-reference.com/cbb/players/jerian-grant-1.html",2015
"1468",20,20,"TOR","Delon Wright","Utah",7,387,8088,2840,1251,1189,0.452,0.353,0.795,21.3,0.126,2,8.2,2015,20.9,7.3,3.2,3.1,"https://www.sports-reference.com/cbb/players/delon-wright-1.html",2015
"1469",21,21,"DAL","Justin Anderson","Virginia",6,232,3041,1203,585,160,0.412,0.293,0.776,4.7,0.074,-1.4,0.4,2015,13.1,5.2,2.5,0.7,"https://www.sports-reference.com/cbb/players/justin-anderson-1.html",2015
"1470",22,22,"CHI","Bobby Portis","Arkansas",7,432,9277,4751,2803,517,0.47,0.384,0.752,19.9,0.103,-0.6,3.2,2015,21.5,11,6.5,1.2,"https://www.sports-reference.com/cbb/players/bobby-portis-1.html",2015
"1471",23,23,"POR","Rondae Hollis-Jefferson","Arizona",6,305,6759,2760,1684,579,0.449,0.212,0.735,12.9,0.091,-0.7,2.3,2015,22.2,9,5.5,1.9,"https://www.sports-reference.com/cbb/players/rondae-hollis-jefferson-1.html",2015
"1472",24,24,"CLE","Tyus Jones","Duke",7,435,7926,2604,754,1589,0.435,0.343,0.824,17.7,0.107,0.3,4.6,2015,18.2,6,1.7,3.7,"https://www.sports-reference.com/cbb/players/tyus-jones-1.html",2015
"1473",25,25,"MEM","Jarell Martin","LSU",4,184,2927,998,639,114,0.434,0.346,0.766,3.2,0.053,-4.3,-1.7,2015,15.9,5.4,3.5,0.6,"https://www.sports-reference.com/cbb/players/jarell-martin-1.html",2015
"1474",26,26,"SAS","Nikola Milutinov","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,2015
"1475",27,27,"LAL","Larry Nance Jr.","Wyoming",7,387,9345,3144,2538,739,0.528,0.33,0.684,24.3,0.125,1.1,7.3,2015,24.1,8.1,6.6,1.9,"https://www.sports-reference.com/cbb/players/larry-nance-jr.-1.html",2015
"1476",28,28,"BOS","R.J. Hunter","Georgia State University",4,45,395,133,46,19,0.371,0.295,0.818,0.4,0.051,-2,0,2015,8.8,3,1,0.4,"https://www.sports-reference.com/cbb/players/r.j.-hunter-1.html",2015
"1477",29,29,"BRK","Chris McCullough","Syracuse",3,59,532,194,112,15,0.426,0.306,0.548,0.6,0.054,-2.5,-0.1,2015,9,3.3,1.9,0.3,"https://www.sports-reference.com/cbb/players/chris-mccullough-1.html",2015
